Organization,CO2 Emissions
TELY Ltda.,103.21
RedeHost Internet Ltda.,103.21
PARANA TRIBUNAL DE JUSTICA,103.21
TEN INTERNET Ltda,103.21
Conecta Tecnologia LTDA,103.21
YIPI Telecom LTDA.,103.21
MICKS TELECOM EIRELI,103.21
Catanduva sistemas a cabo ltda.,103.21
Infobarra Solucoes em Informatica Ltda,103.21
3Net Servicos & Internet Ltda.,103.21
Acesso10 Telecom,103.21
Brasilsite Telecomunicacoes Ltda.,103.21
DEBIAN SIGNAL COMUNICACAO MULTIMIDIA LTDA ME,103.21
System Computadores LTDA,103.21
Johnny Frank Varas ME,103.21
INSTATEL SERVICOS ELETRONICOS LTDA,103.21
FIBRASIL INFRAESTRUTURA E FIBRA OTICA S.A.,103.21
ULTRANET LTDA,103.21
ZOE NET TELECOMUNICACOES E TECNOLOGIA LTDA,103.21
Br Conect Telecomunicacoes Eireli,103.21
Souza Net Telecom,103.21
MAGAZINE LUIZA SA,103.21
LINKE SOLUCOES LTDA,103.21
JM TELECOM LTDA,103.21
CONNEX TELECOM SERVICOS DE TELECOMUNICACOES LTDA,103.21
M3solutions Informatica EIRELI,103.21
VICOM BRASIL INTERNET E TELECOM,103.21
CHOCONET TELECOM,103.21
HELOISA SAMPAIO PINTO TELECOMUNICACOES,103.21
TECH FIBERS,103.21
TOP FIBRA TV E INTERNET LTDA,103.21
RANDSON DE JESUS PASSOS,103.21
NOOVA TECNOLOGIA EM TELECOMUNICACAO LTDA,103.21
LBC CAVALCANTE PARAISO FIBRA LTDA,103.21
TO HOST DATACENTERS LTDA,103.21
POINT NET TELECOMUNICACAO LTDA,103.21
RedLink Fibra,103.21
Cilnet Comunicacao e Informatica S.A.,103.21
Buzz Telecom LTDA,103.21
Rei das Tecnologias LTDA ME,103.21
PERSIS INTERNET LTDA,103.21
Acessa Telecomunicacoes Ltda,103.21
Telgo Telecomunicacoes Goias Ltda.,103.21
Fundacao Casper Libero,103.21
WorldNet Telecom Comercio e Servicos de Telecomuni,103.21
Provedornet Telecom. e Servicos de Internet Ltda,103.21
Tv Cabo de Presidente Venceslau SS Ltda. EPP,103.21
Keraxweb Servicos de Int. e Internet Ltda,103.21
MASTER SA,103.21
BANCO VOTORANTIM SA,103.21
CERTTO TELECOMUNICACOES LTDA EPP.,103.21
BCMG INTERNET LTDA,103.21
SERCOMTEL SA TELECOMUNICACOES,103.21
ZetaNET Telecom,103.21
Empresa Catarinense de Tecnologia em Telecom. Ltda,103.21
DC MATRIX INTERNET SA,103.21
FUNDACAO DE AMPARO A PESQUISA DO ESTADO SAO PAULO,103.21
GHT Telecom,103.21
Linktel Telecom do Brasil Ltda,103.21
Mantiqueira Tecnologia Ltda.,103.21
INFRANET INTERNET LTDA.,103.21
ENGETRONICS INTERNET DATACENTER,103.21
I S NET TELECOMICACOES LTDA,103.21
WE RADIO COMUNICACOES LTDA EPP,103.21
Mendex Networks,103.21
NETWAY SVA LTDA,103.21
IPHOTEL Hospedagem de Sites Ltda,103.21
Rede Exitus Ltda,103.21
Net Facil Sistemas Eletronicos Ltda ME,103.21
Insidesign Tecnologia Ltda EPP,103.21
VOCE TELECOMUNICACOES LTDA,103.21
RADAR WISP LTDA,103.21
VELOO NET LTDA,103.21
Alternet Comercio e Servicos Ltda,103.21
Granadanet Servicos de Informatica SC. Ltda.,103.21
Net New Ltda,103.21
Conexao Networks Provedor de Internet,103.21
Brconecta LTDA,103.21
Ivr informatica ltda me,103.21
CONECTION SERVICOS DE VALOR ADICIONADO LTDA,103.21
NetCintra Telecomunicacoes Ltda.,103.21
CBNET TELECOM EIRELI,103.21
CTINET SOLUCOES EM CONECTIVIDADE E INFORMATICA LTD,103.21
Softhouse Solucoes em Informatica,103.21
Tubaron Telecom,103.21
KDM INTERNET TELECOMUNICACOES LTDA,103.21
3Ws Telecom,103.21
MOV TELECOM LTDA,103.21
BRASTURBO TELECOMUNICACOES LTDA ME,103.21
NG TELECOM,103.21
AVANCAR INTERNET,103.21
Work Banda Larga,103.21
House Net,103.21
YUNE NET TELECOMUNICACOES LTDA,103.21
Internet Maxima Tecnologia Ltda,103.21
STARNET COMUNICACAO MULTIMIDIA LTDA ME,103.21
STIW Sistema de Telecom. Inf e Wireless LTDA,103.21
Inorpel Ind. Nordestina de Prod. Eletricos Ltda.,103.21
GTi TELECOMUNICACOES SA,103.21
DTEL TELECOM,103.21
VNT FIBRAS,103.21
ARAUJO SAT SERVICOS DE MULTIMIDIA LTDA,103.21
IVI TECNOLOGIA E COMUNICACAO LTDA,103.21
NETDIGITAL TELECOMUNICACOES LTDA,103.21
Pombonet Telecomunicacoes e Informatica,103.21
ADSNET TELECOM LTDA,103.21
Info Sete Telecomunicacoes,103.21
DUNET LTDA,103.21
Quality Net,103.21
Directweb Tecnologia em Informatica Eireli,103.21
WIKI TELECOMUNICACOES EIRELI,103.21
PRIME SYSTEM TELECOM,103.21
Garra Telecom Ltda,103.21
SPINT PROVEDOR DE INTERNET LTDA,103.21
GRUPO PEOPLE TELECOM LTDA,103.21
PRECISA INTERNET E COMUNICACAO LTDA,103.21
Conectiva Telecom LTDA,103.21
UAI TELECOM COMUNICACAO MULTIMIDIA LTDA,103.21
NOC Brasil,103.21
ACESSO SIMPLES LTDA,103.21
NETWAY INFORMATICA LTDA,103.21
GLOBOINFO LTDA,103.21
Webplus Brasil Ltda Me,103.21
VIA MS SOLUCOES DIGITAIS,103.21
Norte.Net Telecomunicacoes Ltda,103.21
FORTLINK INTERNET CORPORATIVA,103.21
ATRIX ENGENHARIA DE TELECOMUNICACOES LTDA,103.21
Cyber Info Provedor de Acesso LTDA ME,103.21
Brasil Site Informatica LTDA,103.21
Chapeco Tecnologia em Telecomunicacoes Ltda.,103.21
JF Solucoes Informatica Ltda.,103.21
SILVEIRA & ZIQUINATTI LTDA,103.21
SiqueiraLink Internet Banda Larga,103.21
ILOGNET PROVEDOR,103.21
Borba Provedor,103.21
Adaptlink Servicos de Comunicacao Multimidia Ltda.,103.21
Sudoeste Fibra,103.21
AUE Provedor de Internet LTDA.,103.21
ALTERNA TELECOMUNICACOES E CONECTIVIDADE LTDA EPP,103.21
Osirnet Info Telecom Ltda.,103.21
IPWAVE INTERNET LTDA,103.21
InNET Ponto Com Ltda.,103.21
QI Equipamentos para Informatica Ltda.,103.21
AGERA TELECOMUNICACOES SA,103.21
Force Telecom Ltda,103.21
Net Way Telecom LTDA ME,103.21
NEDEL TELECOM,103.21
NOVA TELECOM LTDA,103.21
MATERA & MATERA LTDA,103.21
SUPER CONNECT TELECOM LTDA,103.21
Newparce Telecomunicacoes Ltda ME,103.21
TURBONET TELECOM LTDA,103.21
Enove Solucoes em Comunicacao Ltda,103.21
JCN COMUNICACOES E INFORMATICA LTDA ME,103.21
SUNWAY TELECOM LTDA,103.21
CNX TELECOM,103.21
RALUEL COMERCIO LTDA ME,103.21
GFT COMERCIO DE TELEFONIA E COMUNICACAO LTDA,103.21
FNT Telecomunicacoes e Acesso a Redes de Internet,103.21
IWNET TELECOM LTDA ME,103.21
L R DA FONSECA ME,103.21
SOUSA & RAMOS PRESTADORA DE SERVICOS LTDA,103.21
AUGE TELECOM LTDA,103.21
MUGO TELECOMUNICACOES LTDA,103.21
ERELINE PROVEDOR DE INTERNET LTDA,103.21
costa & rodrigues servico de telecomunicacoes ltda,103.21
HOSTING NOW NET LTDA,103.21
AGIL INFORMATICA LTDA,103.21
FERNANDO ALVES AUTOMACAO,103.21
LG PROVEDOR E SOLUCOES EM INFORMATICA LTDA,103.21
ULTRA INTERNET LTDA,103.21
RIO GRANDE DO SUL DEFENSORIA PUBLICA DO EST. DO RS,103.21
LAR NET TELECOMUNICACOES LTDA,103.21
MINISTERIO PUBLICO DO ESTADO DE SANTA CATARINA,103.21
GS TELECOM,103.21
diego fernando sales feitosa,103.21
SB INTERNET,103.21
FLAY NET TELECOM,103.21
GIGA NET INFORMATICA LTDA,103.21
T S MONTENEGRO SERVICOS DE TI LTDA,103.21
PLAY NET PROVEDOR DE INTERNET LTDA,103.21
AULOI INFORMATICA TELECOM LTDA ME,103.21
NEEMIAS JOAQUIM LOURENCO FILHO LTDA,103.21
CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,103.21
Dekanet Comunicacao Multimidia Ltda.,103.21
DITCOM INTERNET LTDA.,103.21
Ricardo Adolfo Martins ME,103.21
America Latina Educacional Adm. e Servicos LTDA,103.21
Connection Network Systems,103.21
Octet Brasil Ltda,103.21
CENTROIN PROVEDOR DE SERV. INTERNET. LTDA,103.21
OPS SOLUCOES EM TECNOLOGIA DA INFORMATICA LTDA.,103.21
PDTec SA,103.21
ANDRE FERREIRA LIMA SERVICOS DE COMUNICACAO,103.21
SYSMAP SOLUTIONS SOFTWARE E CONSULTORIA LTDA.,103.21
LPCNET INTERNET LTDA,103.21
Servaux Servicos em Tecnologia da Informacao LTDA,103.21
Fox Net Provedor de Acesso LTDA Me,103.21
Agencia Nacional do Cinema,103.21
VIRTUAL CENTER HOSTING TECNOLOGIA EIRELI,103.21
Liq Corp S.A.,103.21
BMBB SERVICOS DE COMUNICACAO LTDA,103.21
GIGACOM DO BRASIL LTDA,103.21
MUNDIVOX TELECOMUNICACOES LTDA,103.21
KARCHER IND E COM LTDA,103.21
Mirae Asset Wealth Management Brazil C.C.T.V.M,103.21
LIGO FIBRA,103.21
FLECHA NETWORK TELECOMUNICACOES LTDA,103.21
Atec Informatica Telecom Martinez e Rocha LTDA,103.21
LIVENET NETWORKS LTDA,103.21
TURBO NET TELECOMUNICACAO LTDA ME,103.21
SPEEDNET FRUTAL INTERNET,103.21
Fernandes & Rodrigues Consultores Associados,103.21
AUDICOM TECNOLOGIA E TELECOM LTDA,103.21
TRIBUNAL DE JUSTICA DO ESTADO DE ALAGOAS,103.21
BRASIL INFORMATICA LTDA EPP,103.21
Avi Solucoes,103.21
MUNICIPIO DE VITORIA,103.21
Paulo A Bispo da Silva Inf . ME,103.21
AAM BOLDRINI TELECOM,103.21
NITRO TELECOM,103.21
R. C. F. TELECOM LTDA ME,103.21
Turbonet Telecom Ltda ME,103.21
TRIBUNAL DE CONTAS DO ESTADO DO PARANA,103.21
RIO GRANDE DO SUL PROCURADORIA GERAL DE JUSTICA,103.21
ASSOC. USU. SIST. TELEC. AFINS DO CENTRO EMPRES SP,103.21
Cooperativa de Producao e Consumo Concordia Ltda.,103.21
Netware Telecomunicacoes e Informatica EIRELI,103.21
GSM ENGENHARIA EM TECNOLOGIA DA INFORMACAO EIRELI,103.21
Fibranet Juiz de Fora Servicos de Telecomunicacoes,103.21
BINARIO CLOUD SER DE COMPUTACAO E INFORMATICA LTDA,103.21
LEON TELECOM LTDA,103.21
ISM AUTOMACAO S.A.,103.21
Prefeitura de Balneario Camboriu,103.21
WING NET TECNOLOGIA E SERVICOS LTDA,103.21
Infosimples Ltda.,103.21
Gerson Cerqueira,103.21
RAUL GONcALO LEITE,103.21
MILENIUM TELECOMUNICACOES LTDA ME,103.21
Indaiafibra Networking Eireli,103.21
LAINFORMATICA LTDA ME,103.21
Paranet Telecom Eireli ME,103.21
NET FIBRA MAIS LTDA,103.21
Secretaria De Estado De Fazenda De Minas Gerais,103.21
MundialNet Telecom,103.21
ROBOT BEST NET TEC. E SERVICOS EIRELI,103.21
Goldfibra Telecomunicacoes ltda.,103.21
Ismael Leonardo da Silva,103.21
NEWNET TECNOLOGIA E PROJETOS LTDA,103.21
PLUGAR TELECOM,103.21
NEWSIGNAL INTERNET E TECNOLOGIA,103.21
ClickTek Telecom,103.21
BATISTA E SANTOS LTDA,103.21
PERNAMBUCO TELECOM LTDA,103.21
SOS WIFI PROVEDORES LTDA ME,103.21
FAP Internet,103.21
SANTOS FERREIRA S F LTDA,103.21
SOFTMARKETING COMUNICACAO E INFORMACAO LTDA,103.21
Speednet Telecomunicacoes Ltda ME,103.21
ALOLTECH TELECOM LTDA,103.21
HORUS INTERNET,103.21
Telnet Servicos e Comercio em Informatica Ltda.,103.21
OFFSHORE LINK SAT LTDA,103.21
RAIMAX INTERNET LTDA,103.21
VIVA TELECOM,103.21
Terabyte de Teresopolis Provedor de Internet LTDA,103.21
VELOZ NET SERVICOS E COMUNICACOES LTDA,103.21
WCA TELECOM,103.21
Zennet Comunicacao Digital e Info Ltda,103.21
J.LP FONSECA TELECOM,103.21
CANET INTERNET E TELECOM LTDA ME,103.21
FIBRA EMPRESAS LTDA,103.21
FSI Telecomunicacoes LTDA,103.21
A.M.A TELECOM,103.21
SOFTWAY internet e telecomunicacoes ltda,103.21
Goldweb Barretos servicos de Telecomunicacoes Ltda,103.21
Lobianco Telecom Informatica Ltda. ME,103.21
FUNDACAO JOAO PAULO II,103.21
Banner Servicos de Telecom e Internet Ltda.,103.21
NEXNET FIBRA INTERNET,103.21
WA. TELECON COMERCIO E SERVICOS LTDA,103.21
Mikol Net Telecomunicacoes LTDA Eirele ME,103.21
SOCIEDADE CAMPINEIRA DE EDUCACAO E INSTRUCAO,103.21
Luiza Maria de Souza Sindelar ME,103.21
Rio Grande Tecnologia e Comunic Multimidia Ltda,103.21
NextHop Solutions,103.21
MPC INTERNET LTDA,103.21
Axnet Provedor de Internet Comercio Ltda,103.21
EVOLUNET PROVEDORA DE INTERNET LTDA PE,103.21
PARAOPEBANET PROVEDOR LTDA,103.21
netstore tecnologia ltda,103.21
Firemicro Informatica,103.21
INTELNET SERVICO DE MULTIMIDIA LTDA,103.21
NETSPEED LTDA,103.21
Maxiweb Internet Provider,103.21
Ello Tecnology LTDA,103.21
MGM TELECOM COMUNICACAO LTDA,103.21
Speed Maxx Telecom Provedor de Internet LTDA,103.21
JOY TELECOMUNICACOES LTDA,103.21
K P SILVA TELECOM,103.21
HBC TELECOM MULTIMIDIA LTDA,103.21
TELECOMSHOP COMERCIO E SERVICOS DE TELECOMUNICACOE,103.21
TECHNET COMUNICACAO MULTIMIDIA LTDA,103.21
UP TELECOM LTDA,103.21
CONECTA ITAPE LTDA ME,103.21
Marinter Telecom Ltda.,103.21
Visualcorp Holding Ltda,103.21
FRAMNET ME,103.21
EURONET TELECOM,103.21
Livenet telecom,103.21
NET WAY TECNOLOGIA LTDA,103.21
THOMAS INFORMATICA LTDA,103.21
BDC TELECOM,103.21
AltaVista Telecomunicacoes LTDA,103.21
LUP TELECOMUNICACOES LTDA,103.21
Mundo Telecomunicacoes e Informatica Ltda,103.21
RG Tecnologia e Telecomunicacoes Ltda,103.21
NCA Tecnologia Ltda,103.21
Stone Telecomunicacoes LTDA ME,103.21
Guara Digital LTDA,103.21
CNT Fiber,103.21
Rnet Informatica Ltda,103.21
LD Telecomunicacoes LTDA,103.21
Norte Line Telecomunicacoes Ltda.,103.21
Avelino e Rodrigues LTDA,103.21
Link Sete Servicos de Internet e Redes Ltda,103.21
MAX NET TELECOMUNICACOES,103.21
YUPNET TELECOMUNICACOES LTDA,103.21
NETSTAR SOLUCOES LTDA,103.21
Agyonet Ltda,103.21
ROBSON LIMA DA SILVA PROVEDOR DE INTERNET LTDA,103.21
PRIME FIBRA LTDA,103.21
VIA ONDAS TELECOMUNICACOES LTDA,103.21
Planex Telecom,103.21
STAR LINE TELECOMUNICACOES LTDA,103.21
BS2 Sistemas para Internet Ltda.,103.21
EDGE4M CONSULTORIA EM INFRAESTRUTURA LTDA.,103.21
Benerofonte Networks,103.21
Webcenter Sist Prest de Servicos de Informatica,103.21
Gns Telecom,103.21
FASTNET FIBRA,103.21
Power Fibra Telecomunicacoes LTDA,103.21
LIBERT TECNOLOGIA EM TELECOMUNICACOES EIRELI,103.21
INFINITYCARD BRASIL LTDA,103.21
TITAM NET TELECOM,103.21
BHNET FIBRA TELECOMUNICACOES LTDA,103.21
ULTRAFIBRA NET REPRESENTACOES TELECOM EIRELI,103.21
RL MultiFibra Internet,103.21
SAFE SMART TREINAMENTO CONSULTORIA E TELECOM LTDA,103.21
Imartech Fibra,103.21
LM NET LTDA,103.21
Marcio Henrique Malaquias Junior,103.21
WAGNER JOSE RIBEIRO,103.21
INFOTEC TELECON LTDA,103.21
Mais Rede Telecom,103.21
ALTA VELOCIDADE TELECOMUNICACOES LTDA,103.21
AW Fibra,103.21
ICAP do Brasil CTVM LTDA,103.21
Farmabase Saude Animal Ltda.,103.21
GUILHERME ZANINELO MULTIMIDIA,103.21
PAULO ROBERTO KRAVIECZ CARDOSO EIRELI,103.21
DIGITAL LIFE,103.21
LFGUIMARAES SERVICOSDE COMUNICACAO MULTIMIDIA ME,103.21
A Solucao Internet Banda Larga ltda me,103.21
ESTACAONET TELECOM,103.21
BRConnect Telecomunicacoes LTDA,103.21
Tribunal Regional do Trabalho 9a Regiao,103.21
CONECTABR SISTEMAS DE COMUNICACOES LTDA,103.21
Anna Lais Nedochetko ME,103.21
Central das Cooperativas de Credito do Estado do P,103.21
MariluzNet Telecomunicacoes,103.21
PARANA EQUIPAMENTOS S.A.,103.21
COMPULAND INFORMATICA LTDA. M.E.,103.21
L.LOTIC SERVICOS DE TECNOLOGIA LTDA,103.21
CIRCULA NET LTDA,103.21
Elo Solucoes,103.21
LEANDRO A DE OLIVEIRA SILVA INTERNET EIRELI,103.21
ILHA CONNECT TELECOMUNICOES LTDA,103.21
VAMOS NEGOCIOS DIGITAIS LTDA,103.21
Fundacao Assis Gurgacz,103.21
D.A.S PROVEDOR DE INTERNET FIBRA OTICA E BANDA,103.21
J. CALUX & CIA LTDA,103.21
SEA FIBER TELECOMUNICACOES LTDA,103.21
CARIOCA NET SERVICOS DE TELECOMUNICACOES LTDA,103.21
Nnumbers Tecnologia Ltda,103.21
MAN WEB HOSTING LTDA,103.21
CONECTA SERVICO DE COMUNICACAO MULTIMIDIA LTDA,103.21
SINCH BR SA,103.21
Intercol Serv de Aux a Internet eireli Me,103.21
AKI NET TELECOM LTDA ME,103.21
Gold Telecom Ltda,103.21
FLAQUINET SERVICO DE COMUNICACAO MULTIMIDIA EIRELE,103.21
HNS SERVICOS DE TELECOMUNICACOES EIRELI,103.21
FALCON COMUNICACOES E INFORMATICA,103.21
Via Fibra Internet Banda Larga EIRELI,103.21
Rontel LTDA,103.21
INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRO,103.21
Nethouse Telecom,103.21
ALCANS TELECOM LTDA,103.21
Atos Origin Brasil Ltda,103.21
Agencia Estado Ltda,103.21
ULTRANET VALE DO RIBEIRA LTDA,103.21
UNOFIBRA TELECOMUNICACOES,103.21
ASAP TELECOM LTDA,103.21
STAFF DIGITAL INTERNET BANDA LARGA EIRELI,103.21
SIMBR PARTICIPACOES LTDA,103.21
LD TELECOM EIRELI,103.21
Virtual Revolution Fibra Telecomunicacoes LTDA,103.21
F & L SERVICOS E TELECOMUNICACOES EIRELI,103.21
DNS TELECOM LTDA,103.21
Davet Solucoes em TI LTDA,103.21
CEUNET TELECOM EIRELI,103.21
Voicecorp Telecomunicacoes Ltda,103.21
FIBERCOMP INTERNET,103.21
INFINITYGO TELECOM LTDA,103.21
Nova Wifi,103.21
FORMOSA INTERNET E TELECOMUNICACOES LTDA,103.21
TEX TELECOM EIRELI,103.21
TERALINK TELECOMUNICACOES EIRELI,103.21
G3LINK TELECOM SERVICO DE COMUNICACAO MULTIMIDIA,103.21
UP LINK TELECOM,103.21
BRAYANNET COMUNICACAO E MIDIA LTDA EPP,103.21
ONCLOUD TECNOLOGIA LTDA,103.21
NETMAXXI TELECOMUNICACOES E INFORMATICA LTDA EPP,103.21
NEUTRA TELECOMUNICACOES DO BRASIL LTDA,103.21
Ministerio Publico do Estado do Espirito Santo,103.21
LIKE PROVEDOR DE INTERNET LTDA,103.21
L 2 COMERCIO E SERVICOS DE INFORMATICA LTDA ME,103.21
Lima e Carvalho Ltda,103.21
Ancora Telecom,103.21
TICWAY SOLUCOES EM TECNOLOGIA LTDA,103.21
R J COMERCIO E SERVICOS DE COMUNICACA,103.21
TORRES CONECT TELECOMUNICACOES LTDA,103.21
CONDE NET PB,103.21
NEW LINK CONNECT,103.21
CIANET DF SILVA MARTINS EIRELI ME,103.21
DistakNET Telecom,103.21
ZEEP INTERNET,103.21
DNET PROVEDOR DE INTERNET EIRELI,103.21
Stream Net,103.21
J. R. DOS SANTOS SERVICOS DE COMUNICACAO,103.21
BRTELE TECNOLOGIA LTDA,103.21
OLIVEIRA & CARVALHO COMUNICACAO E MULTIMIDIA LTDA,103.21
EDMILSON SALES BEZERRA,103.21
NET LESSA SERVICOS,103.21
edilde menezes noronha,103.21
GIPTELECOM TELECOMUNICACAO E TECNOLOGIA DA INFORMA,103.21
PEDRO RANGEL REZENDE PEREIRA,103.21
FENIX BRASIL,103.21
BENTO BIDIO DAS NEVES,103.21
RizziNET Solucoes em Internet LTDA,103.21
CONECTA TELECOM LTDA,103.21
Link Net Telecom,103.21
BTEC TELECOM EIRELI,103.21
GNET SOLUCOES EM INFORMATICA EIRELI,103.21
COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO,103.21
NT FIBRA,103.21
DHL Logistcs Brasil Ltda.,103.21
Provedor Fibramais Ltda,103.21
Saneamento de Goias S.A.,103.21
Municipio de Caxias do Sul,103.21
BANCO CREDIT SUISSE BRASIL S.A,103.21
Centrais Eletricas de Santa Catarina S.A,103.21
SE77E TELECOM EIRELI ME,103.21
TREND CONNECT,103.21
Prefeitura Municipal de Santos,103.21
Tribunal Regional Federal da Terceira Regiao,103.21
Telecomunicacoes Netcoro Ltda,103.21
TURBONET INFO E TELECOM,103.21
Cooperativa Central de Credito de Santa Catarina,103.21
Loviz Entretenimento e Telecomunicacoes LTDA,103.21
ITRIX INTELIGENCIA E INTERNET,103.21
MKNETWORK TELECOM LTDA ME,103.21
ANJO QUIMICA DO BRASIL LTDA,103.21
Procuradoria Geral de Justica de Minas Gerais,103.21
BizPro Processos de Negocios Ltda.,103.21
ITSOnline Com. Ltda.,103.21
Tiago Silva Provedores ME,103.21
Giassi & Cia Ltda,103.21
Fernando Net e Telecomunicacoes Ltda,103.21
Departamento de Policia Rodoviaria Federal,103.21
BrumaNet Telecom,103.21
Galax Telecom,103.21
Justica Federal de Primeiro Grau em Santa Catarina,103.21
Associacao Educativa Evangelica,103.21
DAITAN LABS SOLUCOES EM TECNOLOGIA SA,103.21
GM TELECOM E INFORMATICA LTDA ME,103.21
Cooperativa Regional Agropecuaria de Campos Novos,103.21
Soft System Informatica Ltda,103.21
Portobello S.A.,103.21
Instituto Brasileiro de Planejamento Tributario,103.21
E. C. E. Telecomunicacoes LTDA,103.21
ACESSO.COM PROVEDOR DE INTERNET,103.21
FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE,103.21
severo e prado ltda,103.21
UNDERCORP TELECOM LTDA.,103.21
Expresso Sao Miguel SA,103.21
BAHIA TRIBUNAL DE JUSTICA,103.21
Gente Telecom do Brasil Eireli ME,103.21
GD NET SOLUTION,103.21
M H SAT SERVICOS EM TELECOMUNICACOES,103.21
SPOT PROMOCOES,103.21
CONSELHO DA JUSTICA FEDERAL,103.21
PARKS SA Comunicacoes Digitais,103.21
TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO,103.21
Prefeitura Municipal de Foz do Iguacu,103.21
Fast Network Provedor e Solucoes em Informatica LT,103.21
Last Mile Telecom,103.21
Linkmax Solucoes de Acesso a Internet Ltda,103.21
INTERMICRO INFORMATICA DE ITAPERUNA LTDA,103.21
U&M MINERACAO E CONSTRUCAO SA,103.21
Floriani Servicos de Telecomunicacao Ltda ME,103.21
CARVALHO E SILVA LTDA,103.21
SIMPLES COM SOLUCOES EM INTERNET LTDA.,103.21
Tribunal Regional do Trabalho da 2a Regiao,103.21
EBF VAZ INDUSTRIA E COMERCIO LTDA,103.21
SMART TELECOMUNICACOES E SERVICOS LTDA.,103.21
FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,103.21
Cosmonline Informatica Ltda,103.21
Task Software Ltda,103.21
Banco Central do Brasil,103.21
Alctel Telecomunicacoes e Informatica Ltda,103.21
2CLOUD INFORMATICA LTDA EPP,103.21
KORE TM DATA PROCESSAMENTO DE DADOS LTDA.,103.21
LOUIS DREYFUS COMPANY BRASIL S.A.,103.21
Ailon Rodrigo Oliveira Lima ME,103.21
B3A COMUNICACAO LTDA,103.21
CNOVA COMERCIO ELETRONICO S.A.,103.21
A. Angeloni & Cia Ltda,103.21
Cambridge Telecomunicacoes Ltda.,103.21
ATP TECNOLOGIA E PRODUTOS S.A.,103.21
FONTES SOLUCOES TECNOLOGICAS LTDA,103.21
QUICKNET TELECOM LTDA,103.21
Turbonet Provedor Ltda,103.21
ABC Net Telecomunicacoes e Tecnologia Ltda,103.21
PW INFORMATICA E TECNOLOGIA LTDA,103.21
ALGAR TECNOLOGIA E CONSULTORIA SA,103.21
GTV Fibra,103.21
R4C Servicos de Informatica Ltda,103.21
Cooper Card Instituicao de Pagamento Ltda,103.21
Fundacao Universidade de Itauna,103.21
VELOMAX TELECOM SA,103.21
Indagraf Ltda,103.21
KASPER,103.21
BANDA TURBO PROVEDORES DE INTERNET LTDA,103.21
Hard Web Wireless Comunicacoes Ltda.,103.21
FreeBSD Brasil LTDA,103.21
WNNet Telecom,103.21
Prefeitura do Municipio de Piracicaba,103.21
UP Brasil Administracao e Servicos Ltda,103.21
BISCHOFF & SILVA LTDA,103.21
godnet telecom,103.21
Parque Ecologico Sao Carlos  PMSC,103.21
ABRIL COMUNICACOES S.A.,103.21
MegaNet Telecom,103.21
IBI TELECOM EIRELI,103.21
Clonix Telecom Eireli ME,103.21
PAULO JUNIOR DO NASCIMENTO,103.21
J R S PINHEIRO INFORMATICA,103.21
ANGELA MARIA RHEINHEIMER,103.21
B3 TELECOMUNICACOES LTDA,103.21
Patricki A Felipe,103.21
ASM EQUIPAMENTOS DE INFORMATICA LTDA,103.21
CLICK INTERNET LTDA ME,103.21
ROGERIO FERREIRA ROSA & CIA LTDA,103.21
Conecta Telecom Ltda,103.21
Rio Telecom LTDA,103.21
MarapelNet Telecom,103.21
RCA COMPANY DE TELECOMUNICACOES DE PARANAVAI LTDA,103.21
BAU E DORL LTDA,103.21
DENTEL Telecom,103.21
MONISAT SISTEMA DE INFORMACAO E MONITORAMENTO,103.21
K L M SERVICOS DE TELECOMUNICACOES LTDA,103.21
NetTri Telecom,103.21
Adriano Telecomunicacoes Ltda Me,103.21
S. C. Terres e Cia Ltda,103.21
Estivanet Multimidia e Telecom Ltda,103.21
NEW OESTE TELECOMUNICACOES LTDA,103.21
Centro de Computacao da Aeronautica de Brasilia,103.21
Raufer Informatica Ltda,103.21
INFOMAC TELECOMUNICACOES LTDA,103.21
ITACELL TELECOM LTDA,103.21
Ultracom Telecomunicacoes Ltda,103.21
Speednet Telecom,103.21
NEY FRANCA LTDA ME,103.21
Master Telecomunicacoes LTDA ME,103.21
PONTO WIFI LTDA ME,103.21
HLRC PROVEDOR DE INTERNET LTDA,103.21
R7 TELECOMUNICACOES EIRELI ME,103.21
Net Mania LTDA ME,103.21
NEW WAVE NET,103.21
Vapt Solucoes Tecnologicas Ltda,103.21
Netsul Internet Banda Larga LTDA,103.21
ISH Tecnologia SA,103.21
Sator Engenharia Ltda.,103.21
Moov Internet,103.21
PROJESOM INTERNET LTDA,103.21
Unimed Volta Redonda de Coop. de Trabalho Medico,103.21
SULNET RC INTERNET PROVIDER INFORMATICA LTDA,103.21
FUNDACAO EDUCACIONAL SEVERINO SOMBRA,103.21
Bitcom Internet Provider LTDA,103.21
Amplas Net Provedor de Internet Ltda,103.21
CRICCA COMERCIAL LTDA,103.21
Micropic Ltda,103.21
YASMIN ARUAM DOS SANTOS FERREIRA DE MORAES,103.21
Celnet Internet Provider,103.21
AOM INFORMATICA LTDA,103.21
Virtual Telecom,103.21
CLEBER ATAIDE PASTI & CIA LTDA,103.21
