ASN,Organization,CO2 Emissions
147017,NETTWOHOMEBD-AS-AP Net Two Home,694.63
141219,WORLDLINK-AS-AP World Link,694.63
141045,CIVILNETWORK-AS-AP Civil Network,694.63
140865,MASUDIT-AS-AP Masud It,694.63
139708,GONI-COMMUNICATION-AS-AP GONI Communication,694.63
138649,SARKERNET-AS-AP Sarker Net,694.63
138149,MATCHNET-AS-AP Match Net,694.63
137884,GNS-AS-AP Gazipur Network System,694.63
137828,NETMAT-AS-AP Net Matrix,694.63
137278,M1-AS-AP 1 Touch BD Online Ltd.,694.63
136903,PITSL-AS-AP Planet Information Technology Solution Ltd.,694.63
136425,ASIA-NET-AS-AP Asianet Online Service,694.63
136217,MOON-AS-AP MOON NET,694.63
135125,TALMURI-AS-AP Emdadul Huq Khan ta Talmuri Computer System,694.63
64077,RADIANT-IPTV-AS-AP One Stop Media & Entertainment,694.63
137449,SKYNETCHOWMUHANI-AS-AP SKYNET CHOWMUHANI,694.63
149498,GOTIBROADBAND-AS-AP Goti Broadband,694.63
150385,HKN-AS-AP Haider Khandakar Network,694.63
151339,BMSCYBERHUT-AS-AP Cyber Hut,694.63
152163,FUTUREDOTNET-AS-AP FUTURE DOT NET,694.63
152481,FBI-AS-AP FC Broadband Internet,694.63
138602,BONGO-AS-AP Stellar Digital Limited,694.63
23893,BPL-BD Bangla Phone Ltd,694.63
139675,FREEDOM-AS-AP Freedom Online,694.63
151989,OMARFARUK-AS-AP New Generation,694.63
152648,SPARKIT-AS-AP Spark IT,694.63
139667,ETN-AS-AP Ether Techonology Network,694.63
152679,TACKYON-AS-AP Brain Three Tech Limited,694.63
153358,CYBER3-AS-AP Cyber Link Communication,694.63
150135,MS6-AS-AP Ms. Chesta,694.63
135416,CEL-AS-AP Confidence Electric Ltd.,694.63
151488,AML-AS-AP Ad-din Mother Care Limited,694.63
152482,JASAMTRADERS-AS-AP Jasam Traders,694.63
146946,TSNETWORK-AS-AP TS Network,694.63
142615,SARKER-AS-AP SARKER COMMUNICATION,694.63
141465,DIS-AS-AP DURBIN INTERNET SERVICES,694.63
140949,DIGI-AS-AP Diginet,694.63
140668,FASTER1-AS-AP Faster Communication,694.63
150111,BLARHOST-AS-AP Blar Host,694.63
138998,HPLINKINTERNET-AS-AP HPLink,694.63
139691,CRAZY-AS-AP Crazy Net,694.63
139282,NOVUSNETWORK-AS-AP Novus Network,694.63
153737,CLOUD4-AS-AP Cloud View,694.63
138346,SAJIDTRADINGLTD-AS-AP Sajid Trading Ltd.,694.63
153478,DESHONLINE1-AS-AP DeshOnline,694.63
151635,INCOMITSOLUTION-AS-AP INCOMIT SOLUTION,694.63
149806,SPEEDSTARNET-AS-AP Speed Star Dot Net,694.63
141427,JOSBDONLINE-AS-AP JOS BD ONLINE,694.63
139722,FRIENDSCABLENET-AS-AP Friends Cable Net,694.63
139245,ISP-3TECHNOLOGY-AS-AP 3Technology,694.63
138150,SHONGZOGBDNET-AS-AP Salim Khan & Milon Raihan,694.63
152606,LINK4COMMUNICATION-AS-AP LINK4 COMMUNICATION,694.63
151967,DLIS-AS-AP DLITS,694.63
134529,IGW1ASIA-AS-AP 1Asia Alliance Gateway Limited,694.63
132575,SIGMAENGINEERSLTD-AS-AP Sigma Engineers Ltd,694.63
132340,VENUSTELCO-BD Venus Telecom Limited,694.63
132306,MOS5TEL-BD MOS 5 TEL LIMITED,694.63
58685,DBLTEL-BD DBL Telecom Ltd,694.63
58670,BDIGW-BD Bangladesh International Gateway Limited,694.63
152714,MYNETSYSTEMBD-AS-AP My Net System,694.63
133633,MULTITECHONLINE-BD MultiTech Online,694.63
136215,SB-AS-AP SB NETWORK,694.63
133070,EHL-AS-AP EBN HOST LIMITED,694.63
138548,CONNECT3-AS-AP CONNECT 3,694.63
136948,TODAYVISION-BD Today Vision,694.63
135658,MIMONILNE-AS-AP MIM Online,694.63
135341,ORANGE2-AS-AP Orange Communication,694.63
59239,ITELLIMITED-AS-AP iTel Limited,694.63
134806,SKYVIEWONLINE-AS-AP Skyview Online Ltd,694.63
142542,XCZ-AS-AP Xtreme Cyber Zone,694.63
138325,ETHERLINK-AS-AP Ether Link,694.63
135413,SSTNTECHNOLOGY-AS-AP SSTN Technology,694.63
137862,RAINBOWDNET-AS-AP Rainbow D Net,694.63
149449,POLASH-AS-AP polash nagor dot net,694.63
138992,AYSHAITSOLUTIONS-AS-AP Aysha IT Solutions,694.63
137391,RINGS3-AS-AP Rings-3,694.63
132438,APONIT-AS-AP Evan Ahmed Bhuiyan ta APON IT,694.63
64005,KK-AS-AP KaritKarma,694.63
142605,YETFIXLIMITED-AS-AP YetFix Limited,694.63
137911,PMO-AS-AP Prime Minister Office,694.63
141010,SAMONLINE-AS-AP SAM ONLINE,694.63
153610,TENBYTELIMITED-AS-AP Tenbyte Limited,694.63
151786,HPLINKINTERNET-AS-AP HPLink,694.63
58890,INFOLINK1-BD InfoLink,694.63
131183,EPNET-AS-AP Empowering Net epnet,694.63
142158,FASTNETRAJBARI-AS-AP Fast Net Rajbari,694.63
142136,RR-AS-AP RR Telecommunication,694.63
142134,FASTBDONLINE-AS-AP FastBD Online,694.63
141765,FZ-AS-AP FZ Online,694.63
141220,DISCOVERY24ONLINE-AS-AP Discovery 24 Online,694.63
141166,JSINTERNET-AS-AP JS INTERNET,694.63
141154,IFOSOURCEBROADBANDINTERNET-AS-AP Ifosource Broadband Internet,694.63
141149,GLOBAL4-AS-AP GLOBAL NETWORK,694.63
140992,GEONET-AS-AP GEO NET,694.63
140898,NETCITY-AS-AP Net City,694.63
140888,MTNDOTCOM-AS-AP MTN.COM,694.63
140864,RNLINK-AS-AP R. N. Link,694.63
140843,DHAMRAINETWORK-AS-AP Dhamrai Network,694.63
140523,MANIKGONJNETWORK-AS-AP Manikgonj Network,694.63
140287,OKNET-AS-AP OK Network and Communications,694.63
140219,MDABDULMANNAN-AS-AP Sara Networking System,694.63
140054,FBN-AS-AP Friends BroadBand Network,694.63
142407,SALAUDDINCYBERNET-AS-AP Salauddin Cybernet,694.63
146956,HEAA-AS-AP Hamid Electronics and Automobiles,694.63
147006,STARIT-AS-AP Star IT,694.63
147059,ONETOUCHONLINE-AS-AP One Touch Online,694.63
152456,KAWSARIT-AS-AP KAWSAR IT,694.63
152336,SONGJOZANINTERNET-AS-AP SONGJOZAN INTERNET,694.63
152176,ISHANETWORK-AS-AP Isha Network,694.63
152137,AXISHOSTED-AS-AP AXIS HOSTED,694.63
151832,SONISTAR-AS-AP Soni Star,694.63
151791,AMADER-AS-AP Amader Internet Connection,694.63
150747,HIRAELECTRONICSANDN-AS-AP Hire Electronic & Networking,694.63
150745,PABNAONLINE-AS-AP PABNA ONLINE,694.63
139915,ASHANET-AS-AP Ashanet bd,694.63
150738,LIKEONLINE-AS-AP Like Online,694.63
150312,SAIS-AS-AP S. Ahmed Internet Service,694.63
149995,SAADID-AS-AP Saadid bd Trusted Net,694.63
149863,ABUSAID-AS-AP D TAJ ONLINE,694.63
149497,SONARGAONSUPERNET-AS-AP Sonargaon Supernet,694.63
149311,SKYNETATHOME-AS-AP SKY NET@HOME,694.63
149058,SPEEDLINKS-AS-AP Speed Links,694.63
147292,MAHP-AS-AP Microwin Cyber Cafe,694.63
147175,DIGITALBDNET-AS-AP DIGITALBD.NET,694.63
150695,MARIYAONLINE-AS-AP Mariya Online,694.63
139881,BDMINTERNET-AS-AP BDM Internet,694.63
139858,ALIFACYBERCAFE-AS-AP ALIFA CYBER CAFE,694.63
139832,SYLHETNET-AS-AP Sylhet-Net Broadband,694.63
138178,MSMSTECHNOLOGY-AS-AP Md. Mustak Ahmed ta MS M.S. Technology,694.63
137943,LNISP-AS-AP LIVENET. INTERNET SERVICE PROVIDER,694.63
137921,RAIHANINTERNET-AS-AP RAIHAN INTERNET,694.63
137572,AFTABNAGAR-AS-AP AFTAB NAGAR ONLINE SERVICE ANOS,694.63
137514,ABROAD-AS-AP ABROAD,694.63
137492,DIDAR-AS-AP Mohammad Didarul Kader,694.63
137483,RD-NETWORK-AS-AP RD Network,694.63
137478,CYBER-AS-AP Cyber Net Cafe,694.63
138197,WINKNETWORK-AS-AP WINK NETWORK,694.63
137416,NETPARK-AS-AP Netpark Communication,694.63
136997,GINI-AS-AP Gnet Internet Network Inc.,694.63
136534,GUNGCHIL-NET-AS-AP GUNGCHIL,694.63
136151,JATRABARI-AS-AP Jatrabari Online,694.63
135365,SMIRITY-AS-AP Smirity Cable,694.63
134693,FUTURE-AS-AP Future Net,694.63
134603,MAHDIINTERNET-AS-AP Mahdi Internet,694.63
132073,WAVENET-AS-AP Wave Net,694.63
132008,EJOGAJOG-AS-AP E-JOGAJOG,694.63
137015,STARNETWORKBD-AS-AP Star Network,694.63
152675,BCFONLINE-AS-AP BCF Online,694.63
138397,SAVARNETWORK-AS-AP Md. Shazzad Hossain,694.63
138581,BRITTONETWORK-AS-AP Britto Network,694.63
139826,MAA-AS-AP MAA TELECOM B ONLINE,694.63
139806,MASTERNET-AS-AP Master Net,694.63
139757,TALUKDERNET-AS-AP Talukder net,694.63
139728,P3C-AS-AP Planet Three Communication,694.63
139678,JOYDEBPUR-AS-AP Joydebpur Network,694.63
139632,MIRPURNET-AS-AP Mirpur Net,694.63
139611,BHARARINET-AS-AP Bharari.net,694.63
139347,RVCYBERWORLD-AS-AP Md Masud Rana Roni ta RV Cyber World,694.63
138474,ASHULIANETWORK-AS-AP Ashulia Network,694.63
139303,CHANDINA-ONLINE-AS-AP Chandina Online,694.63
139197,THUNDERNETWORK-AS-AP Thunder Network,694.63
139052,POWERNET-AS-AP Power Net,694.63
139030,CNETCOMMUNICATION-AS-AP Cnet Communication,694.63
138983,ROUNDNETWORK-AS-AP Round Network,694.63
138974,MESHNETWORK-AS-AP MESH NETWORK,694.63
138944,SAE-AS-AP SNet And Electronics,694.63
138651,SPIDERNET-AS-AP Spider Net,694.63
138615,GARDENIA-AS-AP Gardenia Cyber Communication,694.63
139202,POWERMEDIA-AS-AP Power Media,694.63
151369,KV21DOTONLINE-AS-AP KV21 DOT ONLINE,694.63
136451,NNC-AS-AP Nur Network Communication,694.63
151183,MODERN-AS-AP Modern Communication,694.63
140606,QTAIL-AS-AP Quad Technology and Infotech Limited,694.63
139793,CRYSTALINTERNATIONAL-AS-AP Crystal International,694.63
138640,HELLOTECHLIMITED-AS-AP HelloTech Limited,694.63
138575,APPLE2-AS-AP APPLE NET,694.63
138418,CLC-AS-AP Tarik Hasan Turja,694.63
137976,SIAM-AS-AP MD Firozur Rahman,694.63
137964,NEXTGENONLINE-AS-AP Nextgen Online,694.63
136928,OOTCEI-AS-AP Office of the Chief Electric Inspector,694.63
136514,ONESKY-AS-AP Rashedur Rahman ta Onesky Communications Limited.,694.63
136164,IUT-AS-AP Islamic University of Technology IUT,694.63
136004,RU-AC-AS-AP University of Rajshahi,694.63
135310,INSPIREBROADBAND-AS-AP Inspire Broadband,694.63
134749,SPEEDTECHONLINE-AS-AP SPEED TECH ONLINE,694.63
133331,INFOBASELIMITED-AS-AP Infobase Limited,694.63
133191,SSF-AS-AP Special Security Force SSF,694.63
132092,ITBASE-AS-AP Mir Mosharrof Hossain ta IT Base,694.63
63961,BDREN-UGC-AS-AP Bangladesh Research and Education Network BdREN,694.63
140930,PCVDN-AS-AP Pabna Cable Vision Dot Net,694.63
141195,PARLIAMENT-AS-AP Bangladesh Parlament Secretariat,694.63
142021,NBORB-AS-AP National Board of Revenue,694.63
142159,BPATC-AS-AP Bangladesh Public Administration Training Centre,694.63
150696,MS7-AS-AP Ms Online,694.63
150351,SYSSOLUTION-AS-AP SYSSOLUTION,694.63
149489,NETWORK2-AS-AP Network Solution,694.63
149421,PADMAONLINE-AS-AP PADMA ONLINE,694.63
142558,BINARYMATRIXBD-AS-AP Binary Matrix,694.63
141462,SALAM1-AS-AP Salam Online,694.63
141412,RAMDIAONLINE-AS-AP RAMDIA ONLINE,694.63
140229,ALVI-AS-AP Alvi Online,694.63
63932,BCC-BD Bangladesh Computer Council,694.63
139790,MEDIAONLINENET-AS-AP Media Online,694.63
138412,ASIANCOMMUNICATION-AS-AP Golam Rabbani Chowdhury,694.63
137883,SKCOMMUNICATION-AS-AP SK Communication,694.63
137029,CMCL-AS-AP Chittagong multi channel limited,694.63
132608,MTSL-ISP-AP Mango Teleservices Limited ISP,694.63
58732,PLATINUMCOMMUNICATION Platinum Communication Limited,694.63
149630,ECS-AS-AP Election Commission Secretariat,694.63
149442,DOIP-AS-AP Department of Immigration & Passports,694.63
142543,RABFORCESHQ-AS-AP RAB,694.63
139283,TOUCHONLINE-AS-AP Touch Online,694.63
150718,PIONEER-AS-AP Pioneer Services Limited,694.63
59249,MOFNET-BD Mowna Optical Fiber Network,694.63
58688,RADIANT RADIANT COMMUNICATIONS LTD IIG,694.63
153470,DHAKANETWORKBD-AS-AP Dhaka Network,694.63
153385,PICO-AS-AP Pico Public Cloud Limited,694.63
153378,ORBITAL-AS-AP Orbital Net,694.63
153362,RUPGANJONLINE-AS-AP RUPGANJ ONLINE,694.63
152886,GREENNETWORK-AS-AP Green Network,694.63
152709,RKLINK-AS-AP RK Link,694.63
152690,SIN-AS-AP SM Internet Network,694.63
152585,SBFIBERLINK-AS-AP SB Fiber Link,694.63
152479,DSACL-AS-AP DELTA SOFTWARE AND COMMUNICATION LIMITED,694.63
152304,MOUMITAONLINE-AS-AP Md Mostafizur Rahman,694.63
152189,UNITEDNETWORK-AS-AP UNITED NETWORK,694.63
151957,GLOBALONLINE-AS-AP GLOBAL ONLINE,694.63
151809,MSMDWOAHIDUZZAMAN-AS-AP MS Md Woahiduzzaman,694.63
150731,SKYVIEWONLINE-AS-AP Skyview Online Ltd,694.63
150667,ITFUTURE-AS-AP IT Future,694.63
150336,DLOADNETWORK-AS-AP D-Load Network,694.63
150327,RSTL-AS-AP RBD SOFTWARE & TECHNOLOGY LIMITED,694.63
153483,IDEAL3-AS-AP Ideal Communication Services,694.63
153556,ZCN-AS-AP Z-Computer & Networks,694.63
153680,MDMASUMHASAN-AS-AP Non Stop Network,694.63
138198,BENGAL-BROADBAND-AS-AP Bengal Broadband Limited,694.63
45925,TELETALK-BD ASN For Teletalk Bangladesh Ltd.,694.63
45588,BTCL-ISP-AS Bangladesh Telecommunications Company Limited BTCL,694.63
45532,BB-BTCL-AS-AP Bangladesh Bank,694.63
38067,RADIANT Radiant Communications Limited,694.63
23956,AMBERIT-BD-AS AmberIT Limited,694.63
152729,HDL-AS-AP Ha- Meem Denim Limited,694.63
152707,TAL-AS-AP Tarasima Apparels Limited,694.63
139467,CBBL-AS-AP Community Bank Bangladesh Limited,694.63
58946,GRAMEEN1-AS-AP GRAMEEN COMMUNICATIONS,694.63
138470,TRUSTBANKLTD-AS-AP Trust Bank Ltd,694.63
136813,NBB-AS-AP NCC Bank,694.63
134790,UIU-AS-AP United International University,694.63
133213,TMCL-AS-AP TEAM Manufacturing Company Ltd.,694.63
55344,MTBSYSADMIN-BD Head Office,694.63
38030,ALAP-AS-BD ALAP COMMUNICATION LTD. DOMESTIC DATA CONNECTIVITY SERVICE &,694.63
17469,ACCESSTEL-AS-AP Access Telecom BD Ltd.,694.63
38303,BKASHLIMITED-AS-AP bKash Limited,694.63
149644,ZSNET-AS-AP Z S NET,694.63
137815,SUPER-AS-AP SUPER STAR ELECTRONICS LIMITED,694.63
151327,INCEPTION-AS-AP Inception Technologies Ltd,694.63
152110,SPACEXONLINE-AS-AP SpaceX Online,694.63
152732,RAZIBCOMMUNICATION-AS-AP Razib Communication,694.63
135022,RTL-AS-AP Recursion Technologies Ltd,694.63
23991,RANKS-AS-BD Ranks ITT Ltd.,694.63
150399,BESBL-AS-AP BRAC EPL STOCK BROKERAGE LIMITED,694.63
139928,TWTL-AS-AP Third Wave Technologies Ltd,694.63
137519,HPL-AS-AP Healthcare Pharmaceuticals Ltd,694.63
135038,SYNESISITLIMITED-AS-AP Synesis IT Limited,694.63
132801,NBL-AS National Bank LimitedHead Office,694.63
132604,MIDLAND-AS-AP Midland Bank,694.63
132443,SOUTHTECHLIMITED-AS-AP Southtech Limited,694.63
64092,ITCONSULTANTSLTD-AS-AP IT Consultants PLC,694.63
63890,AIBL-AS-AP Al-Arafah Islami Bank Limited,694.63
59236,MEGHNA-BD Meghna Bank Limited,694.63
58581,STANDARD-BANK-AS-AP Standard Bank LIMITED,694.63
55531,BRAC-BANK-AS-AP BracBank Limited,694.63
38054,DHAKATEL-AS-BD Genuity Systems Ltd.,694.63
151981,BRACUNIVERSITY-AS-AP BRAC UNIVERSITY,694.63
150687,MEDIAWORLDLIMITED-AS-AP The Daily Star,694.63
24323,AAMRA-NETWORKS-AS-AP aamra networks limited,694.63
64012,MSCML-AS-AP Meghna Seeds Crushing Mills Ltd,694.63
38315,GAZICOMM-AS-AP GAZI COMMUNICATIONS A TELEPORT OPERATOR,694.63
59316,AOL-BD aamra Outsourcing Ltd.,694.63
152733,JERA-AS-AP JERA Meghnaghat Power Limited,694.63
152725,INTERNATIONAL-AS-AP International Trading Services Ltd.,694.63
152126,BBAL-AS-AP Biman Bangladesh Airlines Limited,694.63
150714,DANISH-AS-AP Danish Foods Limited,694.63
150291,SFFDW-AS-AP Shakti Foundation for Disadvantages Women,694.63
141185,ASA1-AS-AP ASA,694.63
139669,YCL-AS-AP Youngones CEPZ Ltd.,694.63
138924,BPBL-AS-AP Berger Paints Bangladesh Ltd.,694.63
149524,BAHONLIMITED-AS-AP Bahon Limited,694.63
138578,EWU-AS-AP East West University,694.63
138420,AAMRA-IXP-AS-AP Aamra Infrastructure Services Limited,694.63
137706,NATIONAL-UNIVERSITY-AS-AP National University,694.63
137221,STANDARD-GROUP-AS-AP Standard Group Limited,694.63
136911,AUFW-AS-AP Asian University for Women,694.63
136134,INDEPENDENT-AS-AP Independent Univeristy,694.63
135090,SPBML-AS-AP Star Particle Board Mills Limited,694.63
135032,PGPL-AS-AP PRAN-RFL Group,694.63
133890,BANGLADESHARMY-AS-AP Bangladesh Army,694.63
138443,RUPALIBANKLIMITED-AS-AP Rupali Bank Limited,694.63
139599,PVMBPL-AS-AP Perfetti Van Melle Bangladesh Private Limited,694.63
139217,ROYALCAPITALLTD-AS-AP Royal Capital Ltd,694.63
137812,KK-AS-AP RMG Sustainability Council RSC,694.63
136512,ABBANK-AS-AP AB Bank Limited,694.63
136426,EGMCL-AS-AP Dinesh Gopi Virwani,694.63
136145,EBL-AS-AP Eastern Bank Limited,694.63
135378,TADL-AS-AP Trust Axiata Digital Limited,694.63
135101,BEACON-AS-AP BEACON PHARMACEUTICALS PLC,694.63
134403,QUANTUMFOUNDATION-AS-AP Quantum Foundation,694.63
133610,BRAC-AS ASN of BRAC,694.63
133083,BEES-AS-AP Bangladesh Extension Education Services,694.63
137415,BCGF-AS-AP Bangladesh Coast Guard Force,694.63
132436,TAHOECOM-AS-AP Tahoe Communication Limited,694.63
58947,SOFTWARE-AS-AP Software Shop Limited,694.63
58935,LANKABANGLA-BD LankaBangla Information System Limited,694.63
58814,BANKASIALIMITED-AS-AP Bank Asia Limited,694.63
58445,DBBL-BD Dutch-Bangla Bank Limited,694.63
9651,THECITYBANK-BD Jibon Bima Tower 4th Floor,694.63
23688,LINK3-TECH-AS-BD-AP Link3 Technologies Ltd.,694.63
153568,NEWDHAKAHARDWARE-AS-AP NEW DHAKA HARDWARE,694.63
136268,QSRSYSTEMSLTD-AS-AP QSR Systems Ltd.,694.63
63851,BANKALFALAHLTD-AS-AP Bank Alfalah Ltd.,694.63
150170,WEBELEVEN-AS-AP Web Eleven,694.63
138203,SONALIBANK-AS-AP Sonali Bank Limited,694.63
138601,COLOASIA-AS-AP Coloasia Limited,694.63
136738,DPDC-AS-AP Dhaka Power Distribution Company Limited,694.63
135604,MSI-AS-AP Sharmin Akter Shilpi ta MS. Saiba International,694.63
135584,PVMBPL-AS-AP Perfetti Van Melle Bangladesh Private Limited,694.63
135518,SHL-AS-AP Evercare Hospital Dhaka,694.63
63923,BHL-BD Best Holdings Limited,694.63
59209,WHIL-BD Walton Hi-Tech Industries Ltd,694.63
23923,AGNI-AS Agni Systems Limited,694.63
153345,EZZY-AS-AP EZZY AUTOMATIONS LIMITED,694.63
138213,LFL-AS-AP LankaBangla Finance Limited,694.63
151807,SLICL-AS-AP Sonali Life Insurance Company Limited,694.63
151370,AKL-AS-AP Arif Knitspin Limited,694.63
150668,SHANTA-AS-AP Shanta Securities Limited,694.63
150420,RENATALIMITED-AS-AP Renata Limited,694.63
150132,REDDOT-AS-AP REDDOT DIGITAL LIMITED,694.63
149303,CBL-AS-AP City Brokerage Limited,694.63
142571,CBPB-AS-AP Citizens Bank PLC,694.63
141707,BGCB-AS-AP Bengal Commercial Bank,694.63
139913,FSIBL-AS-AP First Security Islami Bank Limited,694.63
151479,DPL-AS-AP Digital Payments Limited,694.63
153361,BHPL-AS-AP Bangladesh Honda Private Limited,694.63
150123,MSSNB-AS-AP MS S.N.B. NET,694.63
149988,ILOGISTIC-AS-AP I Logistic,694.63
38203,ADNTELECOMLTD-BD ADN Telecom Ltd.,694.63
24432,AXIATA-ROBI-AS-AP TM International Bangladesh Ltd.Internet service Provider,694.63
24389,GRAMEENPHONE-AS-AP GrameenPhone Ltd.,694.63
24122,BDCOM-BD-AS-AP BDCOM Online Limited,694.63
18230,ZIPNETBD-DKB-AS-AP Zipnet Limited DKB AS number,694.63
17471,CYBERNET-BD-AS Grameen Cybernet Ltd. Bangladesh. AS for local peering and transit. Dhaka,694.63
9451,BEN-AS-AP Bhairab Express Net,694.63
7565,BDCOM-BD Rangs Nilu Square,694.63
153491,PBSL-AS-AP Pubali Bank Securities Limited,694.63
153490,DATALINKPLC-AS-AP DataLink,694.63
150152,AGRANIBANKLIMITED-AS-AP Agrani Bank Limited,694.63
142633,NETDUNIA-AS-AP NET DUNIA,694.63
136808,OBL-AS-AP One Bank Limited,694.63
64046,PBL-BD Pubali Bank Limited,694.63
9832,ISN-AS-AP ISN,694.63
152718,CLOUDPOINT-AS-AP Cloud Point,694.63
9825,SDNP-BD-AS Sustainable Development Networking Program,694.63
38210,RANKSTEL-AS-BD Ranks Telecom Limited,694.63
38256,NATIONAL-ROUTE-BD-MHK Bengal Group Ltd. Nationwide Internet Service Provider,694.63
45245,BANGLALINK-AS Banglalink Digital Communications Ltd,694.63
45905,STARGATE-AS-AP Stargate Communications Ltd.,694.63
134437,THESKYTRADERSPVTGM-AS-AP The Sky Traders Pvt Ltd,694.63
134116,THENETHEADS-AS-AP Md. Manzurul Haque Khan TA THE NET HEADS,694.63
133954,EXORDONLINE-BD Exord Online,694.63
133866,UTURN-AS-AP U-Turn Technologies,694.63
133155,SATELLITE-BD Satellite Connection,694.63
132490,MBSM-AS-AP Mbsm Enterprise,694.63
132489,EXTREMENET-AS-AP Muminul Hasan ta Extreme Net,694.63
132339,CELTELECOM1-IGW-BD CEL TELECOM LTD,694.63
153370,FGL-AS-BD Fiber@Home Global Limited,694.63
132298,ADCL-AS-AP Antaranga Dot Com Ltd,694.63
64063,BDCONNECTNET-AS-AP BDconnect.net,694.63
64043,EUROTELBD-ONLINE-LTD-BD S.M. ZAKIR HOSSAIN ta EUROtelbd Online Ltd.,694.63
63980,MFI-AS-AP Minara Firoz Infotech,694.63
58926,BANGLANET-BD Banglanet,694.63
58826,ICOMBANGLADESHLTD-BD ping by ICOM Bangladesh Ltd,694.63
58813,DTECH-BD Dtech Limited,694.63
58736,DFLL-BD Dhaka Fiber Link Ltd.,694.63
55406,HRCTECH-01-AS-AP 26 Shyamoli,694.63
64074,ABS-AS-AP Alpha Broadway System,694.63
134562,DISCOVERY-INTERNET-AS-AP DISCOVERY INTERNET,694.63
151624,BD-LINK-AS-AP BD Link Communication Ltd,694.63
139230,HAMS-AS-AP HAMS Garments Ltd,694.63
59242,TBL-AS-AP Tullow Bangladesh Ltd. A wholly owned member of KrisEnergy Group,694.63
58737,IFIC-BANK-LTD-BD International Finance and Investment Company Limited,694.63
58695,UNICEF-BD Unicef Bangladesh,694.63
58527,DGHS-GOV-BD Management Information System MIS,694.63
55846,BBN-AS-AP IMED,694.63
9230,BOL-BD-AP Bangladesh Online Ltd.,694.63
58642,HRCTECHNOLOGIES-BD HRC Technologies Ltd,694.63
138491,LRTELECOMLTD-AS-AP LR Telecom Ltd.,694.63
132341,DIGICON-IGW-BD Digicon Telecommunication Ltd,694.63
63964,STL-BD Songbird Telecom Limited,694.63
58684,UIL-NET-BD Unique Infoway Limited,694.63
58623,BG-TEL-LIMITED-BD BG TEL LIMITED,694.63
45282,MIRTELECOM-AS-AP Mir Telecom,694.63
149994,RCL-AS-AP Rego Communications Ltd,694.63
140036,NUFLAYER-AS-AP NUFLAYER,694.63
45273,BTRAC-AS-AP Bangla Trac Communications Ltd IGW Operation,694.63
151200,MIRPURTECH-AS-AP Mirpur Tech,694.63
59321,SEBL-BD Eunoos Trade Center,694.63
63826,CPTU-BD Ministry of Planning,694.63
63843,DOHATEC-BD Dohatec New Media,694.63
63987,DSEL-BD Dhaka Stock Exchange Limited,694.63
134983,BDPEER-AS-AP BDPEER,694.63
9441,NEXT-BD Next Online Limited.,694.63
138032,MHS-AS-AP MOS Hosting Services,694.63
153487,DWSSA-AS-AP DWASA,694.63
153310,TALL-AS-AP The ACME Laboratories Limited,694.63
152916,PROGOTI1-AS-AP Progoti systems Limited,694.63
152319,DGOF-AS-AP Directorate General of Food,694.63
140887,MERCANTILE-AS-AP Mercantile Bank Limited,694.63
149765,CORONET3-AS-AP Coronet Corporation Limited,694.63
139670,SJIBL-AS-AP Shajalal Islami Bank Ltd.,694.63
137947,PRIMEBANK-AS-AP Prime Bank Ltd,694.63
137934,UCBL-AS-AP United Commercial Bank Limited,694.63
137218,BEXIMCO1-AS-AP Beximco Communications Limited,694.63
136211,EPYLLIONGROUP-AS-AP Epyllion Knitwears Ltd.,694.63
133430,IBBL-AS-AP Islami Bank Bangladesh Limited,694.63
132855,SEL-AS-AP SMC ENTERPRISE LIMITED,694.63
132561,BCL-AS-AP Beximco Computers Limited,694.63
64058,GCKIL-AS-AP MD. GOLAM MOSTAFA ta GMS COMPOSITE KNITING IND. LTD,694.63
139668,CEFALO-AS-AP Cefalo Bangladesh Ltd,694.63
134601,MICROLINK-AS-AP Microlink Technology,694.63
134734,VELOCITYNETWORKS-AS-AP Velocity Networks Limited,694.63
134740,HORIZON-AS-AP Horizon & Associates,694.63
141414,ASBLINK-AS-AP ASB Link,694.63
141351,RDPN-AS-AP Rural Development Project Network,694.63
140916,MARIUMNETWORK-AS-AP Marium Network,694.63
140541,MSOPTIMA-AS-AP Optima,694.63
140267,LISHANONLINE-AS-AP LISHAN ONLINE,694.63
140226,LITTLEBOYSNET-AS-AP Little Boys. Net,694.63
140088,TCL-AS-AP Telebangla Communications Ltd,694.63
140084,SINTHIA-AS-AP Sinthia Telecom,694.63
140077,CNETBROADBAND-AS-AP C Net Broadband,694.63
140071,THESMARTNETWORK-AS-AP The Smart Network,694.63
140037,ARENTERPRISE-AS-AP A R ENTERPRISE,694.63
139919,RDCONLINE-AS RDC Online,694.63
139865,BSL-AS-AP Bitroot Systems Limited,694.63
